Indicator,S.No.,Parameters,Type,SubDistrict-_South-Total [(A+B) or (C+D)],SubDistrict-_South-Public [A],SubDistrict-_South-Private [B],SubDistrict-_South-Urban [C],SubDistrict-_South-Rural [D],SubDistrict-Autonomous-Total [(A+B) or (C+D)],SubDistrict-Autonomous-Public [A],SubDistrict-Autonomous-Private [B],SubDistrict-Autonomous-Urban [C],SubDistrict-Autonomous-Rural [D],SubDistrict-CGHS-Total [(A+B) or (C+D)],SubDistrict-CGHS-Public [A],SubDistrict-CGHS-Private [B],SubDistrict-CGHS-Urban [C],SubDistrict-CGHS-Rural [D],SubDistrict-Delhi Govt-Total [(A+B) or (C+D)],SubDistrict-Delhi Govt-Public [A],SubDistrict-Delhi Govt-Private [B],SubDistrict-Delhi Govt-Urban [C],SubDistrict-Delhi Govt-Rural [D],SubDistrict-ESI-Total [(A+B) or (C+D)],SubDistrict-ESI-Public [A],SubDistrict-ESI-Private [B],SubDistrict-ESI-Urban [C],SubDistrict-ESI-Rural [D],SubDistrict-IPP VIII-MCD-Total [(A+B) or (C+D)],SubDistrict-IPP VIII-MCD-Public [A],SubDistrict-IPP VIII-MCD-Private [B],SubDistrict-IPP VIII-MCD-Urban [C],SubDistrict-IPP VIII-MCD-Rural [D],SubDistrict-MCW Centres MCD-Total [(A+B) or (C+D)],SubDistrict-MCW Centres MCD-Public [A],SubDistrict-MCW Centres MCD-Private [B],SubDistrict-MCW Centres MCD-Urban [C],SubDistrict-MCW Centres MCD-Rural [D],SubDistrict-Private-Total [(A+B) or (C+D)],SubDistrict-Private-Public [A],SubDistrict-Private-Private [B],SubDistrict-Private-Urban [C],SubDistrict-Private-Rural [D],Month
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October
M1 [Ante Natal Care (ANC)],1.1,Total number of pregnant women registered for ANC,TOTAL,3474,2427,1047,2060,1414,293,293,NA,NA,293,13,13,NA,13,NA,1435,1435,NA,643,792,44,44,NA,44,NA,88,88,NA,88,NA,554,554,NA,251,303,1047,NA,1047,1021,26,November
M1 [Ante Natal Care (ANC)],1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,1587,1143,444,881,706,250,250,NA,NA,250,10,10,NA,10,NA,553,553,NA,273,280,14,14,NA,14,NA,48,48,NA,48,NA,268,268,NA,108,160,444,NA,444,428,16,November
M1 [Ante Natal Care (ANC)],1.2.1,Number of PW given TT1,TOTAL,1314,1115,199,728,586,124,124,NA,NA,124,8,8,NA,8,NA,652,652,NA,349,303,10,10,NA,10,NA,43,43,NA,43,NA,278,278,NA,135,143,199,NA,199,183,16,November
M1 [Ante Natal Care (ANC)],1.2.2,Number of PW given TT2,TOTAL,968,814,154,631,337,106,106,NA,NA,106,7,7,NA,7,NA,399,399,NA,283,116,12,12,NA,12,NA,40,40,NA,40,NA,250,250,NA,135,115,154,NA,154,154,0,November
M1 [Ante Natal Care (ANC)],1.2.3,Number of PW given TT Booster,TOTAL,214,166,48,158,56,2,2,NA,NA,2,0,0,NA,0,NA,110,110,NA,79,31,NA,NA,NA,NA,NA,6,6,NA,6,NA,48,48,NA,25,23,48,NA,48,48,0,November
M1 [Ante Natal Care (ANC)],1.2.4,Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,1462,1188,274,915,547,8,8,NA,NA,8,1,1,NA,1,NA,636,636,NA,186,450,300,300,NA,300,NA,66,66,NA,66,NA,177,177,NA,88,89,274,NA,274,274,0,November
M1 [Ante Natal Care (ANC)],1.2.5,Number of PW given 360 Calcium tablets,TOTAL,985,704,281,507,478,0,0,NA,NA,0,1,1,NA,1,NA,571,571,NA,121,450,5,5,NA,5,NA,57,57,NA,57,NA,70,70,NA,42,28,281,NA,281,281,0,November
M1 [Ante Natal Care (ANC)],1.2.6,Number of PW given one Albendazole tablet after 1st trimester,TOTAL,533,520,13,193,340,0,0,NA,NA,0,NA,NA,NA,NA,NA,359,359,NA,129,230,NA,NA,NA,NA,NA,12,12,NA,12,NA,149,149,NA,39,110,13,NA,13,13,0,November
M1 [Ante Natal Care (ANC)],1.2.7,Number of PW received 4 or more ANC check ups,TOTAL,2113,1592,521,728,1385,558,558,NA,NA,558,1,1,NA,1,NA,870,870,NA,110,760,NA,NA,NA,NA,NA,30,30,NA,30,NA,133,133,NA,66,67,521,NA,521,521,0,November
M1 [Ante Natal Care (ANC)],1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,43,23,20,20,23,0,0,NA,NA,0,0,0,NA,0,NA,21,21,NA,0,21,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,NA,0,2,20,NA,20,20,0,November
M1 [Ante Natal Care (ANC)],1.3.1,New cases of PW with hypertension detected,TOTAL,139,112,27,28,111,25,25,NA,NA,25,0,0,NA,0,NA,86,86,NA,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,27,NA,27,27,0,November
M1 [Ante Natal Care (ANC)],1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,58,36,22,22,36,25,25,NA,NA,25,0,0,NA,0,NA,11,11,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,22,NA,22,22,0,November
M1 [Ante Natal Care (ANC)],1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,3,1,2,2,1,1,1,NA,NA,1,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,NA,2,2,0,November
M1 [Ante Natal Care (ANC)],1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,1538,1340,198,428,1110,210,210,NA,NA,210,0,0,NA,0,NA,921,921,NA,129,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,209,NA,101,108,198,NA,198,198,0,November
M1 [Ante Natal Care (ANC)],1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,774,560,214,538,236,16,16,NA,NA,16,0,0,NA,0,NA,330,330,NA,281,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,214,NA,46,168,214,NA,214,211,3,November
M1 [Ante Natal Care (ANC)],1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,80,78,2,59,21,5,5,NA,NA,5,0,0,NA,0,NA,72,72,NA,57,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,2,NA,2,2,0,November
M1 [Ante Natal Care (ANC)],1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,35,35,0,20,15,5,5,NA,NA,5,0,0,NA,0,NA,12,12,NA,2,10,18,18,NA,18,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,November
M1 [Ante Natal Care (ANC)],1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,1241,1002,239,239,1002,210,210,NA,NA,210,0,0,NA,0,NA,792,792,NA,NA,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,239,NA,239,239,0,November
M1 [Ante Natal Care (ANC)],1.5.2,Number of PW tested positive for GDM,TOTAL,22,10,12,12,10,10,10,NA,NA,10,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,12,0,November
M1 [Ante Natal Care (ANC)],1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,16,10,6,6,10,10,10,NA,NA,10,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,6,0,November
M1 [Ante Natal Care (ANC)],1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,November
M1 [Ante Natal Care (ANC)],1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,November
M1 [Ante Natal Care (ANC)],1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,1351,1337,14,319,1032,210,210,NA,NA,210,0,0,NA,0,NA,1097,1097,NA,305,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,0,30,14,NA,14,14,0,November
M1 [Ante Natal Care (ANC)],1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,2,2,0,2,0,0,0,NA,NA,0,0,0,NA,0,NA,2,2,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,0,November
M1 [Ante Natal Care (ANC)],1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,1,1,0,1,0,0,0,NA,NA,0,0,0,NA,0,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,0,November
M1 [Ante Natal Care (ANC)],1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M1 [Ante Natal Care (ANC)],1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,21,21,NA,21,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,3,3,NA,3,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,18,18,NA,18,NA,NA,NA,NA,NA,NA,November
M2 [Deliveries],2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,106,106,NA,106,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,34,34,NA,34,NA,NA,NA,NA,NA,NA,32,32,NA,32,NA,40,40,NA,40,NA,NA,NA,NA,NA,NA,November
M2 [Deliveries],2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,12,12,NA,12,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,12,NA,NA,NA,NA,NA,NA,November
M2 [Deliveries],2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,59,59,NA,59,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,22,22,NA,22,NA,NA,NA,NA,NA,NA,16,16,NA,16,NA,21,21,NA,21,NA,NA,NA,NA,NA,NA,November
M2 [Deliveries],2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,1033,593,440,428,605,210,210,NA,NA,210,0,0,NA,0,NA,383,383,NA,0,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,NA,440,428,12,November
M2 [Deliveries],2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,481,273,208,205,276,105,105,NA,NA,105,0,0,NA,0,NA,168,168,NA,0,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,208,205,3,November
M2 [Deliveries],2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,407,398,9,407,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,169,169,NA,169,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,214,214,NA,214,NA,9,NA,9,9,NA,November
M3 [Number of Caesarean (C-Section) deliveries],3.1,Total C -Section deliveries performed,TOTAL,340,157,183,174,166,105,105,NA,NA,105,0,0,NA,0,NA,52,52,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,183,174,9,November
M3 [Number of Caesarean (C-Section) deliveries],3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,111,80,31,29,82,66,66,NA,NA,66,0,0,NA,0,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,31,29,2,November
M4 [Pregnancy outcome & details of new-born],4.1.1.a,Live Birth - Male,TOTAL,626,383,243,303,323,117,117,NA,NA,117,0,0,NA,0,NA,224,224,NA,27,197,NA,NA,NA,NA,NA,12,12,NA,12,NA,30,30,NA,30,NA,243,NA,243,234,9,November
M4 [Pregnancy outcome & details of new-born],4.1.1.b,Live Birth - Female,TOTAL,544,341,203,260,284,95,95,NA,NA,95,0,0,NA,0,NA,200,200,NA,14,186,NA,NA,NA,NA,NA,18,18,NA,18,NA,28,28,NA,28,NA,203,NA,203,200,3,November
M4 [Pregnancy outcome & details of new-born],4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,79,51,28,32,47,42,42,NA,NA,42,0,0,NA,0,NA,5,5,NA,0,5,NA,NA,NA,NA,NA,3,3,NA,3,NA,1,1,NA,1,NA,28,NA,28,28,0,November
M4 [Pregnancy outcome & details of new-born],4.1.3,Still Birth,TOTAL,8,6,2,4,4,4,4,NA,NA,4,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,2,2,NA,2,NA,0,0,NA,0,NA,2,NA,2,2,0,November
M4 [Pregnancy outcome & details of new-born],4.2,Abortion (spontaneous),TOTAL,70,50,20,23,47,20,20,NA,NA,20,0,0,NA,0,NA,27,27,NA,NA,27,NA,NA,NA,NA,NA,2,2,NA,2,NA,1,1,NA,1,NA,20,NA,20,20,0,November
M4 [Pregnancy outcome & details of new-born],4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,138,47,91,91,47,45,45,NA,NA,45,0,0,NA,0,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,91,91,0,November
M4 [Pregnancy outcome & details of new-born],4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,16,11,5,5,11,11,11,NA,NA,11,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,0,November
M4 [Pregnancy outcome & details of new-born],4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M4 [Pregnancy outcome & details of new-born],4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M4 [Pregnancy outcome & details of new-born],4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,18,18,0,0,18,13,13,NA,NA,13,0,0,NA,0,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M4 [Pregnancy outcome & details of new-born],4.4.1,Number of newborns weighed at birth,TOTAL,1136,711,425,529,607,212,212,NA,NA,212,0,0,NA,0,NA,423,423,NA,40,383,NA,NA,NA,NA,NA,26,26,NA,26,NA,50,50,NA,50,NA,425,NA,425,413,12,November
M4 [Pregnancy outcome & details of new-born],4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,233,165,68,81,152,69,69,NA,NA,69,0,0,NA,0,NA,83,83,NA,1,82,NA,NA,NA,NA,NA,7,7,NA,7,NA,6,6,NA,6,NA,68,NA,68,67,1,November
M4 [Pregnancy outcome & details of new-born],4.4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,828,606,222,335,493,190,190,NA,NA,190,0,0,NA,0,NA,344,344,NA,41,303,NA,NA,NA,NA,NA,26,26,NA,26,NA,46,46,NA,46,NA,222,NA,222,222,0,November
M5 [Complicated Pregnancies],5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,222,219,3,3,219,145,145,NA,NA,145,0,0,NA,0,NA,74,74,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0,November
M5 [Complicated Pregnancies],5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,13,13,0,0,13,3,3,NA,NA,3,NA,NA,NA,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M6 [Post Natal Care (PNC)],6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,85,85,0,85,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,47,47,NA,47,NA,NA,NA,NA,NA,NA,28,28,NA,28,NA,10,10,NA,10,NA,0,NA,0,0,NA,November
M6 [Post Natal Care (PNC)],6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,626,265,361,366,260,198,198,NA,NA,198,0,0,NA,0,NA,63,63,NA,1,62,NA,NA,NA,NA,NA,0,0,NA,0,NA,4,4,NA,4,NA,361,NA,361,361,0,November
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,692,497,195,255,437,0,0,NA,NA,0,0,0,NA,0,NA,392,392,NA,9,383,NA,NA,NA,NA,NA,49,49,NA,49,NA,56,56,NA,2,54,195,NA,195,195,0,November
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,691,497,194,254,437,0,0,NA,NA,0,0,0,NA,0,NA,392,392,NA,9,383,NA,NA,NA,NA,NA,49,49,NA,49,NA,56,56,NA,2,54,194,NA,194,194,0,November
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,101,101,0,86,15,1,1,NA,NA,1,2,2,NA,2,NA,29,29,NA,19,10,NA,NA,NA,NA,NA,6,6,NA,6,NA,63,63,NA,59,4,0,NA,0,0,0,November
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,547,544,3,249,298,33,33,NA,NA,33,5,5,NA,5,NA,260,260,NA,100,160,NA,NA,NA,NA,NA,26,26,NA,26,NA,220,220,NA,115,105,3,NA,3,3,0,November
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,54,54,0,47,7,1,1,NA,NA,1,NA,NA,NA,NA,NA,21,21,NA,19,2,NA,NA,NA,NA,NA,6,6,NA,6,NA,26,26,NA,22,4,0,NA,0,0,0,November
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,313,311,2,167,146,33,33,NA,NA,33,3,3,NA,3,NA,150,150,NA,100,50,NA,NA,NA,NA,NA,26,26,NA,26,NA,99,99,NA,36,63,2,NA,2,2,0,November
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,4,4,0,0,4,0,0,NA,NA,0,0,0,NA,0,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,18,18,0,0,18,18,18,NA,NA,18,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,2,2,0,0,2,1,1,NA,NA,1,0,0,NA,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,17,15,2,2,15,14,14,NA,NA,14,0,0,NA,0,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0,November
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,19,19,0,0,19,16,16,NA,NA,16,0,0,NA,0,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,164,140,24,89,75,17,17,NA,NA,17,1,1,NA,1,NA,55,55,NA,38,17,NA,NA,NA,NA,NA,1,1,NA,1,NA,66,66,NA,25,41,24,NA,24,24,0,November
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,66,66,0,0,66,43,43,NA,NA,43,0,0,NA,0,NA,23,23,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,15,15,0,0,15,11,11,NA,NA,11,0,0,NA,0,NA,4,4,NA,0,4,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,67,52,15,21,46,8,8,NA,NA,8,0,0,NA,0,NA,24,24,NA,9,15,NA,NA,NA,NA,NA,1,1,NA,1,NA,19,19,NA,1,18,15,NA,15,10,5,November
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,2,2,0,2,0,0,0,NA,NA,0,0,0,NA,0,NA,2,2,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,24,24,0,0,24,13,13,NA,NA,13,0,0,NA,0,NA,11,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,971,954,17,781,190,78,78,NA,NA,78,7,7,NA,7,NA,446,446,NA,380,66,13,13,NA,13,NA,108,108,NA,108,NA,302,302,NA,256,46,17,NA,17,17,0,November
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,49708,49629,79,38758,10950,6500,6500,NA,NA,6500,3275,3275,NA,3275,NA,18748,18748,NA,16748,2000,2100,2100,NA,2100,NA,4020,4020,NA,4020,NA,14986,14986,NA,12536,2450,79,NA,79,79,0,November
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,4,0,4,4,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,4,NA,4,4,0,November
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,153,147,6,146,7,0,0,NA,NA,0,0,0,NA,0,NA,81,81,NA,75,6,NA,NA,NA,NA,NA,6,6,NA,6,NA,60,60,NA,59,1,6,NA,6,6,0,November
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,1509,1435,74,1022,487,0,0,NA,NA,0,0,0,NA,0,NA,933,933,NA,581,352,NA,NA,NA,NA,NA,91,91,NA,91,NA,411,411,NA,285,126,74,NA,74,65,9,November
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,November
