Indicator,S.No.,Parameters,Type,SubDistrict-_South-Total [(A+B) or (C+D)],SubDistrict-_South-Public [A],SubDistrict-_South-Private [B],SubDistrict-_South-Urban [C],SubDistrict-_South-Rural [D],SubDistrict-Autonomous-Total [(A+B) or (C+D)],SubDistrict-Autonomous-Public [A],SubDistrict-Autonomous-Private [B],SubDistrict-Autonomous-Urban [C],SubDistrict-Autonomous-Rural [D],SubDistrict-CGHS-Total [(A+B) or (C+D)],SubDistrict-CGHS-Public [A],SubDistrict-CGHS-Private [B],SubDistrict-CGHS-Urban [C],SubDistrict-CGHS-Rural [D],SubDistrict-Delhi Govt-Total [(A+B) or (C+D)],SubDistrict-Delhi Govt-Public [A],SubDistrict-Delhi Govt-Private [B],SubDistrict-Delhi Govt-Urban [C],SubDistrict-Delhi Govt-Rural [D],SubDistrict-ESI-Total [(A+B) or (C+D)],SubDistrict-ESI-Public [A],SubDistrict-ESI-Private [B],SubDistrict-ESI-Urban [C],SubDistrict-ESI-Rural [D],SubDistrict-IPP VIII-MCD-Total [(A+B) or (C+D)],SubDistrict-IPP VIII-MCD-Public [A],SubDistrict-IPP VIII-MCD-Private [B],SubDistrict-IPP VIII-MCD-Urban [C],SubDistrict-IPP VIII-MCD-Rural [D],SubDistrict-MCW Centres MCD-Total [(A+B) or (C+D)],SubDistrict-MCW Centres MCD-Public [A],SubDistrict-MCW Centres MCD-Private [B],SubDistrict-MCW Centres MCD-Urban [C],SubDistrict-MCW Centres MCD-Rural [D],SubDistrict-Private-Total [(A+B) or (C+D)],SubDistrict-Private-Public [A],SubDistrict-Private-Private [B],SubDistrict-Private-Urban [C],SubDistrict-Private-Rural [D],Month,Year
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,520,469,51,458,62,8,8,NA,NA,8,18,18,NA,18,NA,200,200,NA,174,26,4,4,NA,4,NA,43,43,NA,43,NA,196,196,NA,168,28,51,NA,51,51,0,October,2018
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,280,280,0,252,28,NA,NA,NA,NA,NA,0,0,NA,0,NA,145,145,NA,145,0,NA,NA,NA,NA,NA,26,26,NA,26,NA,109,109,NA,81,28,0,NA,0,0,0,October,2018
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,1659,1651,8,1270,389,78,78,NA,NA,78,39,39,NA,39,NA,809,809,NA,709,100,3,3,NA,3,NA,70,70,NA,70,NA,652,652,NA,441,211,8,NA,8,8,0,October,2018
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,1219,1219,0,996,223,29,29,NA,NA,29,32,32,NA,32,NA,421,421,NA,263,158,4,4,NA,4,NA,68,68,NA,68,NA,665,665,NA,629,36,0,NA,0,0,0,October,2018
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,460,460,0,242,218,76,76,NA,NA,76,30,30,NA,30,NA,250,250,NA,108,142,9,9,NA,9,NA,8,8,NA,8,NA,87,87,NA,87,0,0,NA,0,0,0,October,2018
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,1,0,1,1,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,NA,1,1,NA,October,2018
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,332,329,3,32,300,NA,NA,NA,NA,NA,0,0,NA,0,NA,329,329,NA,29,300,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,NA,3,3,NA,October,2018
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,62,62,0,3,59,46,46,NA,NA,46,0,0,NA,0,NA,0,0,NA,0,0,3,3,NA,3,NA,NA,NA,NA,NA,NA,13,13,NA,NA,13,0,NA,0,0,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,98,56,42,38,60,NA,NA,NA,NA,NA,0,0,NA,0,NA,56,56,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,42,38,4,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,45,6,39,38,7,NA,NA,NA,NA,NA,0,0,NA,0,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,39,38,1,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,15,8,7,2,13,NA,NA,NA,NA,NA,0,0,NA,0,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,2,5,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,3,1,2,2,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,10,10,0,0,10,NA,NA,NA,NA,NA,0,0,NA,0,NA,10,10,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,468,300,168,244,224,7,7,NA,NA,7,0,0,NA,0,NA,283,283,NA,82,201,0,0,NA,0,NA,0,0,NA,0,NA,10,10,NA,NA,10,168,NA,168,162,6,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,46,16,30,24,22,NA,NA,NA,NA,NA,0,0,NA,0,NA,16,16,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30,24,6,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,113,0,113,104,9,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,113,104,9,October,2018
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,2,2,0,0,2,2,2,NA,NA,2,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,1613,447,1166,523,1090,NA,NA,NA,NA,NA,0,0,NA,0,NA,447,447,NA,62,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,NA,1166,461,705,October,2018
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,83,5,78,78,5,NA,NA,NA,NA,NA,0,0,NA,0,NA,5,5,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,78,78,0,October,2018
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,11,0,11,11,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,0,October,2018
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,709,186,523,417,292,0,0,NA,NA,0,0,0,NA,0,NA,186,186,NA,0,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,NA,523,417,106,October,2018
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,9,3,6,6,3,0,0,NA,NA,0,0,0,NA,0,NA,3,3,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,6,0,October,2018
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,2,0,2,1,1,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,October,2018
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,515,281,234,156,359,NA,NA,NA,NA,NA,0,0,NA,0,NA,281,281,NA,NA,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,234,156,78,October,2018
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,59,45,14,14,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,14,0,October,2018
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,48,48,0,4,44,NA,NA,NA,NA,NA,0,0,NA,0,NA,48,48,NA,4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,3,3,0,3,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,3,3,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,32,32,0,4,28,NA,NA,NA,NA,NA,0,0,NA,0,NA,32,32,NA,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,3,3,0,3,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,3,3,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,44,44,0,0,44,NA,NA,NA,NA,NA,0,0,NA,0,NA,44,44,NA,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,348,346,2,348,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,346,346,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0,October,2018
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,61,61,0,61,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,61,61,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,3398,483,2915,1424,1974,NA,NA,NA,NA,NA,0,0,NA,0,NA,271,271,NA,271,NA,120,120,NA,120,NA,NA,NA,NA,NA,NA,92,92,NA,92,0,2915,NA,2915,941,1974,October,2018
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3035,344,2691,750,2285,NA,NA,NA,NA,NA,0,0,NA,0,NA,230,230,NA,230,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,114,114,NA,114,0,2691,NA,2691,406,2285,October,2018
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,277,0,277,5,272,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,277,5,272,October,2018
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,3219,2,3217,12,3207,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3217,NA,3217,10,3207,October,2018
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1573,0,1573,365,1208,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573,NA,1573,365,1208,October,2018
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,413,0,413,3,410,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,NA,413,3,410,October,2018
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,5166,633,4533,4131,1035,NA,NA,NA,NA,NA,0,0,NA,0,NA,505,505,NA,505,NA,80,80,NA,80,NA,NA,NA,NA,NA,NA,48,48,NA,48,NA,4533,NA,4533,3498,1035,October,2018
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1629,429,1200,529,1100,NA,NA,NA,NA,NA,0,0,NA,0,NA,56,56,NA,56,NA,70,70,NA,70,NA,NA,NA,NA,NA,NA,303,303,NA,17,286,1200,NA,1200,386,814,October,2018
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,5515,NA,5515,1442,4073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5515,NA,5515,1442,4073,October,2018
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,478482,375721,102761,206828,271654,133828,133828,NA,NA,133828,38460,38460,NA,38460,NA,162026,162026,NA,101846,60180,12800,12800,NA,12800,NA,3585,3585,NA,3585,NA,25022,25022,NA,14887,10135,102761,NA,102761,35250,67511,October,2018
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,11393,10571,822,11393,0,NA,NA,NA,NA,NA,4378,4378,NA,4378,NA,6193,6193,NA,6193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,NA,822,822,0,October,2018
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,3393,2755,638,237,3156,2430,2430,NA,NA,2430,0,0,NA,0,NA,325,325,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,NA,638,237,401,October,2018
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8746,4947,3799,864,7882,4842,4842,NA,NA,4842,0,0,NA,0,NA,105,105,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3799,NA,3799,864,2935,October,2018
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1781,1383,398,170,1611,1151,1151,NA,NA,1151,0,0,NA,0,NA,232,232,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,398,170,228,October,2018
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,8256,4476,3780,1376,6880,3807,3807,NA,NA,3807,0,0,NA,0,NA,669,669,NA,NA,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,NA,3780,1376,2404,October,2018
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,117,0,117,17,100,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,117,17,100,October,2018
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,48,20,28,25,23,9,9,NA,NA,9,0,0,NA,0,NA,11,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,28,25,3,October,2018
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,568,198,370,125,443,188,188,NA,NA,188,0,0,NA,0,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,370,125,245,October,2018
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,91,5,86,47,44,NA,NA,NA,NA,NA,0,0,NA,0,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,86,47,39,October,2018
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,458,15,443,52,406,NA,NA,NA,NA,NA,0,0,NA,0,NA,15,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,NA,443,52,391,October,2018
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,42,5,37,12,30,NA,NA,NA,NA,NA,0,0,NA,0,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,37,12,25,October,2018
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,150,1,149,92,58,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,149,92,57,October,2018
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,226,16,210,83,143,NA,NA,NA,NA,NA,0,0,NA,0,NA,16,16,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,210,83,127,October,2018
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,34,2,32,5,29,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,32,5,27,October,2018
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,29549,21542,8007,1786,27763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21542,21542,NA,NA,21542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8007,NA,8007,1786,6221,October,2018
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,172,0,172,85,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,172,85,87,October,2018
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,5,0,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,2,3,October,2018
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,18,0,18,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,14,4,October,2018
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,October,2018
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,24,0,24,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,24,10,14,October,2018
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,12,0,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,4,8,October,2018
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,7,0,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,1,6,October,2018
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,3821,2333,1488,495,3326,2191,2191,NA,NA,2191,0,0,NA,0,NA,142,142,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488,NA,1488,495,993,October,2018
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,105,2,103,59,46,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,103,59,44,October,2018
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,2089,58,2031,NA,2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,58,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,2031,NA,2031,October,2018
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,9067,8462,605,390,8677,8270,8270,NA,NA,8270,0,0,NA,0,NA,192,192,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,NA,605,390,215,October,2018
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,2,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,October,2018
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,4890,70,4820,85,4805,NA,NA,NA,NA,NA,0,0,NA,0,NA,70,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4820,NA,4820,85,4735,October,2018
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,4942,16,4926,101,4841,NA,NA,NA,NA,NA,0,0,NA,0,NA,16,16,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4926,NA,4926,101,4825,October,2018
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,367,274,93,3,364,274,274,NA,NA,274,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,93,3,90,October,2018
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,222,155,67,3,219,152,152,NA,NA,152,0,0,NA,0,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,67,3,64,October,2018
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,71571,45871,25700,1335,70236,42214,42214,NA,NA,42214,0,0,NA,0,NA,3657,3657,NA,NA,3657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25700,NA,25700,1335,24365,October,2018
